controller,family,seed,condition,scenario,IAE,ISE,SSE,ControlEnergy,SaturationFraction
Residual SAC-LQR,RL hybrid,3.0,friction,ramp,0.276799489917142,0.1596009568795461,0.4606595319259554,74.35333600657422,0.0
Residual SAC-LQR,RL hybrid,3.0,friction,sine,15.912295231364942,1196.2432825120186,0.8311816616093921,164.69675763583805,0.4930139720558882
Residual SAC-LQR,RL hybrid,3.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,3.0,saturation,step_load_disturbance,28.517745020124764,1898.9442789255693,18.426330494000013,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,3.0,saturation,ramp,2.89877118803068,19.68267581599703,9.901035639646196,266.33510222472154,0.8403193612774451
Residual SAC-LQR,RL hybrid,3.0,saturation,sine,26.94078711097768,2198.194417903253,7.922247162375385,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,3.0,combined_stress,step_nominal,29.81582340925516,2045.102257016664,19.95497979276737,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,3.0,combined_stress,step_load_disturbance,31.379524632413023,2167.610659306989,30.325407092927847,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,3.0,combined_stress,ramp,5.631289211967113,80.21829260441584,21.58055818782097,275.5248939294872,0.9121756487025948
Residual SAC-LQR,RL hybrid,3.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,4.0,nominal,step_nominal,12.33519432675612,811.3708635465899,0.6056173055775105,141.66050803315736,0.4750499001996008
Residual SAC-LQR,RL hybrid,4.0,nominal,step_load_disturbance,12.400905128382549,811.8634882909963,0.7433448990998244,148.58808335173453,0.4870259481037924
Residual SAC-LQR,RL hybrid,4.0,nominal,ramp,0.3426068078379057,0.2658436416304292,0.6561533654793692,68.5176301503405,0.0
Residual SAC-LQR,RL hybrid,4.0,nominal,sine,15.637527474381136,1171.56776643877,1.059688943787691,161.49811243010856,0.4850299401197604
Residual SAC-LQR,RL hybrid,4.0,ra_plus_50,step_nominal,16.90148374477525,1108.780388818189,0.7106727956247596,197.7483714961321,0.6686626746506986
Residual SAC-LQR,RL hybrid,4.0,ra_plus_50,step_load_disturbance,17.282302158900613,1119.458126492189,0.6297557092986068,213.45712714420017,0.7125748502994012
Residual SAC-LQR,RL hybrid,4.0,ra_plus_50,ramp,0.6286760582607159,0.8250776658255208,1.2601901319488178,140.18947204811357,0.0
Residual SAC-LQR,RL hybrid,4.0,ra_plus_50,sine,19.649375962754245,1545.8266187353684,1.7096138030589998,202.23870446773037,0.5888223552894212
Residual SAC-LQR,RL hybrid,4.0,j_plus_50,step_nominal,18.360259832016308,1216.168376003394,0.719606510598453,210.91291600166812,0.7125748502994012
Residual SAC-LQR,RL hybrid,4.0,j_plus_50,step_load_disturbance,18.70791587251681,1226.8448635197628,0.7433947896258815,222.7280210973156,0.7504990019960079
Residual SAC-LQR,RL hybrid,4.0,j_plus_50,ramp,0.6976656508729424,1.0571745862214526,1.1788932704438793,140.6104362621225,0.0
Residual SAC-LQR,RL hybrid,4.0,j_plus_50,sine,20.79758604872016,1666.2060683842174,1.9330769843180065,207.5204791977469,0.6187624750499002
Residual SAC-LQR,RL hybrid,4.0,friction,step_nominal,12.588390560324154,829.0411483073112,0.5672757681635971,145.42348163930706,0.4850299401197604
Residual SAC-LQR,RL hybrid,4.0,friction,step_load_disturbance,12.660249181324076,829.700278965467,0.6858528227130307,152.99091726291908,0.499001996007984
Residual SAC-LQR,RL hybrid,4.0,friction,ramp,0.3732379546868959,0.3135736465534972,0.7032632787086186,73.85657477638054,0.0
Residual SAC-LQR,RL hybrid,4.0,friction,sine,15.897435646359812,1196.1563795042057,1.127461752427493,163.6346251508226,0.4910179640718562
Residual SAC-LQR,RL hybrid,4.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,4.0,saturation,step_load_disturbance,28.517745020124764,1898.9442789255693,18.426330494000013,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,4.0,saturation,ramp,3.0052922399426625,20.970547094032455,10.115490366473663,265.4972677480173,0.846307385229541
Residual SAC-LQR,RL hybrid,4.0,saturation,sine,26.94078711097768,2198.194417903253,7.922247162375385,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,4.0,combined_stress,step_nominal,29.81582340925516,2045.102257016664,19.95497979276737,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,4.0,combined_stress,step_load_disturbance,31.379524632413023,2167.610659306989,30.325407092927847,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,4.0,combined_stress,ramp,5.6514339866385015,80.7228626644614,21.624819453392877,274.4237824417908,0.9101796407185628
Residual SAC-LQR,RL hybrid,4.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,0.998003992015968
